"MIC","OPERATING MIC","OPRT/SGMT","MARKET NAME-INSTITUTION DESCRIPTION","LEGAL ENTITY NAME","LEI","MARKET CATEGORY CODE","ACRONYM","ISO COUNTRY CODE (ISO 3166)","CITY","WEBSITE","STATUS","CREATION DATE","LAST UPDATE DATE","LAST VALIDATION DATE","EXPIRY DATE","COMMENTS"
"EUCH","EUCH","OPRT","EUREX ZURICH","","","NSPD","","CH","ZURICH","WWW.EUREXREPO.COM","EXPIRED","20120723","20190422","","20190422",""
"EURM","EUCH","SGMT","EUREX REPO MARKET","","","NSPD","","CH","ZURICH","WWW.EUREXREPO.COM","EXPIRED","20120723","20190422","","20190422","EUREX SWISS REPO MARKET."
"EUSC","EUCH","SGMT","EUREX CH SECLEND MARKET","","","NSPD","","CH","ZURICH","WWW.EUREXREPO.COM","EXPIRED","20120723","20190422","","20190422","EUREX SWISS SECURITIES LENDING MARKET."
"FNUK","FNUK","OPRT","FINANTIA UK LIMITED","","21380064JXN6YW7QAS86","SINT","","GB","LONDON","","ACTIVE","20190422","20190422","","","SYSTEMATIC INTERNALISER."
"XMFX","BMEX","SGMT","MEFF FX FINANCIAL DERIVATIVES",,"959800T2W59YXMVKRU25","RMKT",,"ES","MADRID","WWW.MEFF.ES","ACTIVE","20190422","20190422","","","DERIVATIVES IN CURRENCIES."
"TRFW","RTSL","SGMT","REFINITIV TRANSACTION SERVICES LIMITED - FORWARDS MATCHING","TRANSACTIONS SERVICES LIMITED","549300SDDJE84DDJNB30","NSPD","","GB","LONDON","WWW.REUTERS.COM","ACTIVE","20170424","20190422","","","REGISTERED MARKET FOR OTC FX DERIVATIVES."
"UCHU","UCHU","OPRT","UNICREDIT BANK HUNGARY ZRT.","","Y28RT6GGYJ696PMW8T44","SINT","","HU","BUDAPEST","WWW.UNICREDITBANK.HU","ACTIVE","20190422","20190422","","","SYSTEMATIC INTERNALISER."
"CBNL","CBNL","OPRT","CITIBANK N.A. LONDON","","E57ODZWZ7FF32TWEFA76","SINT","","GB","LONDON","WWW.CITIGROUP.COM/CITI","ACTIVE","20171225","20190422","","","SYSTEMATIC INTERNALISER."
"FTUS","FTUS","OPRT","FLOW TRADERS U.S LLC","","549300K64LZQW7R9ST34","NSPD","","US","NEW YORK","WWW.FLOWTRADERS.COM","ACTIVE","20190422","20190422","","","FLOW TRADERS’ DISCLOSED LIQUIDITY PROVISION  THROUGH LEVEL ALTERNATIVE TRADING SYSTEM (ATS)."
"TEEG","TPSO","SGMT","TULLETT PREBON SECURITIES - OTF - EUROPEAN GOVERNMENT BONDS","TP ICAP BROKING LIMITED","549300BMVW85YF9FGN67","OTFS","","GB","LONDON","WWW.TULLETTPREBON.COM","EXPIRED","20171023","20190422","","20190422","ORGANISED TRADING FACILITY FOR THE TRADING OF EUROPEAN GOVERNMENT BONDS."
"BGUK","BGUK","OPRT","BERENBERG  UK","","529900UC2OD7II24Z667","SINT","BGUK","GB","LONDON","WWW.BERENBERG.COM","ACTIVE","20190422","20190422","","","SYSTEMATIC INTERNALISER."
"CLVE","CLVE","OPRT","VERTO MTF","","2138003PXLT3ZCM8S325","MLTF","","GB","LONDON","WWW.CATLEYLAKEMAN.COM","ACTIVE","20190422","20190422","","","MULTILATERAL TRADING FACILITY."
"NLAX","CPGX","SGMT","CLEARPOOL EXECUTION SERVICES, LLC - NATURAL LIQUIDITY ALLIANCE","","549300U614BWU622VY96","NSPD","","US","NEW YORK","WWW.CLEARPOOLGROUP.COM","ACTIVE","20190325","20190325","","","ELECTRONIC TRADING PLATFORM."
"CPGX","CPGX","OPRT","CLEARPOOL EXECUTION SERVICES, LLC","","549300U614BWU622VY96","NSPD","","US","NEW YORK","WWW.CLEARPOOLGROUP.COM","ACTIVE","20190325","20190325","","","ELECTRONIC TRADING PLATFORM."
"CEPL","CEPL","OPRT","CITIBANK EUROPE PLC","","N1FBEDJ5J41VKZLO2475","SINT","","IE","DUBLIN","WWW.CITIGROUP.COM/CITI/","ACTIVE","20180226","20190325","","","SYSTEMATIC INTERNALISER."
"CEPU","CEPU","OPRT","CITIBANK EUROPE PLC - LONDON BRANCH","","N1FBEDJ5J41VKZLO2475","SINT","","GB","LONDON","WWW.CITIGROUP.COM/CITI","ACTIVE","20190325","20190325","","","SYSTEMATIC INTERNALISER."
"DBAB","DBAB","OPRT","DEUTSCHE BANK SECURITIES INC.","","9J6MBOOO7BECTDTUZW19","NSPD","","US","NEW YORK","WWW.DB.COM","ACTIVE","20190325","20190325","","",""
"OTCN","OTCN","OPRT","OTC LINK ECN","","254900LQDMW14QIVAH45","NSPD","","US","NEW YORK","WWW.OTCMARKETS.COM","ACTIVE","20190325","20190325","","","ELECTRONIC COMMUNICATIONS NETWORK."
"RTSL","RTSL","OPRT","REFINITIV TRANSACTIONS SERVICES LIMITED","TRANSACTIONS SERVICES LIMITED","549300SDDJE84DDJNB30","NSPD","RTSL","GB","LONDON","WWW.REUTERS.COM","ACTIVE","20070827","20190325","","",""
"TRAL","RTSL","SGMT","REFINITIV TRANSACTIONS SERVICES LIMITED - FXALL RFQ","REFINITIV TRANSACTIONS SERVICES LIMITED","549300SDDJE84DDJNB30","MLTF",,"GB","LONDON","WWW.LSEG.COM/EN/FX/VENUES/MTF-MULTILATERAL-TRADING-FACILITY","ACTIVE","20170424","20231127","20231127","","TRADING REQUEST FOR QUOTE PLATFORM FOR FX OTC DERIVATIVES."
"TDGF","TDGF","OPRT","TD SECURITIES","TD GLOBAL FINANCE UNLIMITED COMPANY","FI6C7E5PBUB3F9K43B44","SINT",,"IE","DUBLIN","WWW.TD.COM","ACTIVE","20190325","20230828","20230828","",
"UBSB","UBSB","OPRT","UBS AG LONDON BRANCH - TRADING","","","NSPD","","GB","LONDON","WWW.UBS.COM","ACTIVE","20170724","20190325","","","UBS AG LONDON BRANCH TRADING PLATFORM."
"UBSD","UBSD","OPRT","UBS EUROPE SE","","5299007QVIQ7IO64NX37","NSPD","","DE","FRANKFURT","WWW.UBS.COM","EXPIRED","20180625","20190325","","20190325","FX/PM DERIVATIVES (FX/PM FORWARDS, FX/PM SWAPS, FX/PM OPTIONS)."
"UBSE","UBSL","SGMT","UBS PIN (EMEA)","","","NSPD","","GB","LONDON","WWW.UBS.COM","EXPIRED","20151228","20190325","","20190325","UBS PRICE IMPROVEMENT NETWORK IN EMEA (EQUITIES)."
"UBSI","UBSL","SGMT","UBS EUROPE SE","","5299007QVIQ7IO64NX37","SINT","","DE","FRANKFURT","WWW.UBS.COM","ACTIVE","20170724","20190325","","","UBS EUROPE SE SYSTEMATIC INTERNALISER."
"UBSL","UBSL","OPRT","UBS EUROPE SE - TRADING","","5299007QVIQ7IO64NX37","NSPD","","DE","FRANKFURT","WWW.UBS.COM","ACTIVE","20151228","20190325","","","UBS EUROPE SE TRADING PLATFORM."
"WBGF","XWBO","SGMT","WIENER BOERSE AG GEREGELTER FREIVERKEHR (SECOND REGULATED MARKET)","WIENER BOERSE AG","315700ENWH1A81RCVZ91","NSPD","","AT","VIENNA","WWW.WIENERBOERSE.AT","EXPIRED","20070723","20190325","","20190325",""
"XETV","XETR","SGMT","XETRA - FREIVERKEHR - OFF-BOOK","","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20190325","","",""
"XETW","XETR","SGMT","XETRA - SCALE - OFF-BOOK","","529900G3SW56SHYNPR95","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20190325","","",""
"XETU","XETR","SGMT","XETRA - REGULIERTERMARKT - OFF-BOOK","","529900G3SW56SHYNPR95","RMKT","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20190325","","",""
"FRAV","XFRA","SGMT","BOERSE FRANKFURT - FREIVERKEHR - OFF-BOOK","","","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20190325","","",""
"FRAW","XFRA","SGMT","BOERSE FRANKFURT - SCALE - OFF-BOOK","","","NSPD","","DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20190325","","",""
"FRAU","XFRA","SGMT","BOERSE FRANKFURT - REGULIERTERMARKT - OFF-BOOK","FRANKFURTER WERTPAPIERBOERSE","391200OUOEWDQSEJ0Y74","RMKT",,"DE","FRANKFURT","WWW.DEUTSCHE-BOERSE.COM","ACTIVE","20190325","20231023","","",
"BFPT","BFPT","OPRT","BANCO FINANTIA S.A.","","2138003Z5ZVN16GFYV70","SINT","","PT","LISBON","WWW.FINANTIA.PT","ACTIVE","20190325","20190325","","","SYSTEMATIC INTERNALISER."
"CONC","CONC","OPRT","CONCORDE SECURITIES LTD.","","52990074UR5JKVFY4V57","SINT","","HU","BUDAPEST","WWW.CON.HU","ACTIVE","20190325","20190325","","","SYSTEMATIC INTERNALISER."
"IFBX","IFBX","OPRT","IRAN FARA BOURSE","","","RMKT","IFB","IR","TEHRAN","WWW.IFB.IR","ACTIVE","20190325","20190325","","",""
"IPXW","IPSX","SGMT","IPSX WHOLESALE","IPSX UK LIMITED","894500WZQU4IFOZWXD84","RMKT","IPSX","GB","GUILDFORD","WWW.IPSX.COM","EXPIRED","20190325","20231225","20231225","20231225","REGISTERED MARKET FOR EQUITIES IN COMMERCIAL PROPERTY."
"ZERO","SCXO","SGMT","ZERO HASH","","549300HO3R60QNJ2JJ83","NSPD","","US","CHICAGO","WWW.SEEDCX.COM","ACTIVE","20190325","20190325","","","CALCULATION AGENT AND SETTLEMENT PLATFORM."
"SCXS","SCXO","SGMT","SEED SEF","","549300KEYNHAIZ6OWT97","SEFS","","US","CHICAGO","WWW.SEEDCX.COM","ACTIVE","20160725","20180827","","","ELECTRONIC TRADING PLATFORM FOR SWAPS, SWAP EXECUTION FACILITY (SEF)."
"SCXO","SCXO","OPRT","SEED CX","","549300QL4OBS1FRY4P39","NSPD","SEED CX","US","CHICAGO","WWW.SEEDCX.COM","ACTIVE","20171023","20171023","","",""
"SCXM","SCXO","SGMT","SEED DIGITAL COMMODITIES MARKET","","5493009JXYKN3NLOUE77","NSPD","","US","CHICAGO","WWW.SEEDCX.COM","ACTIVE","20171023","20180827","","","ELECTRONIC TRADING PLATFORM FOR COMMODITIES."
"SYFX","SYFX","OPRT","SYNOPTION","","875500SX6OSZQTT3GL89","NSPD","SYFX","SG","SINGAPORE","WWW.SYNOPTION.COM","ACTIVE","20190325","20190325","","","FX DERIVATIVE TRADING PLATFORM."
"SSIL","SSIL","OPRT","STATE STREET BANK INTERNATIONAL FX - LONDON BRANCH","","ZMHGNT7ZPKZ3UFZ8EO46","SINT","SSIL","GB","LONDON","WWW.STATESTREET.COM","ACTIVE","20190325","20190325","","","STATE STREET FOREIGN EXCHANGE SYSTEMATIC INTERNALISER."
"TPIR","TPIC","SGMT","TP ICAP EU - MTF - REGISTRATION","TP ICAP (EUROPE) SA","213800R54EFFINMY1P02","MLTF","","FR","PARIS","WWW.TPICAP.COM","ACTIVE","20180924","20190225","","","MULTILATERAL TRADING FACILITY."
"XCHI","XNYS","SGMT","NYSE CHICAGO, INC.","","5493000F4ZO33MV32P92","NSPD","CHX","US","CHICAGO","WWW.NYSE.COM","ACTIVE","20050627","20190225","","",""
"XCIS","XNYS","SGMT","NYSE NATIONAL, INC.","","","NSPD","NSX","US","NEW YORK","WWW.NYSE.COM","ACTIVE","20050627","20190225","","",""
"MANL","MANL","OPRT","MARKETAXESS NL B.V.","MARKETAXESS NL B.V.","5299000UUYW66L5LT560","MLTF",,"NL","AMSTERDAM","WWW.MARKETAXESS.COM","UPDATED","20180326","20240122","20240122","","MULTILATERAL TRADING FACILITY."
"CELP","CSOB","SGMT","CESKOSLOVENSKÁ OBCHODNÍ BANKA, A.S. - OTHER LIQUIDITY PROVIDER (OLP)","","Q5BP2UEQ48R75BOTCB92","NSPD","CSOB","CZ","PRAGUE","WWW.CSOB.CZ","ACTIVE","20190225","20190225","","","OTHER LIQUIDITY PROVIDER SEGMENT."
"BETX","BETX","OPRT","BET OTC BILAT COMMODITY DERIVATIVES","","549300ZDBUCTRBOPM023","NSPD","BET","GB","LONDON","WWW.BP.COM/EN/GLOBAL/TRADING/","ACTIVE","20190225","20190225","","","OTC COMMODITY DERIVATIVES DONE BILATERALLY WITH CLIENTS OF THE FIRM. NO ELECTRONIC PLATFORM."
"BTLX","BTLX","OPRT","BTL OTC BILAT COMMODITY DERIVATIVES","","549300MOF13GKBNRVV53","NSPD","BTL","GB","LONDON","WWW.BP.COM/EN/GLOBAL/TRADING/","ACTIVE","20190225","20190225","","","OTC COMMODITY DERIVATIVES DONE BILATERALLY WITH CLIENTS OF THE FIRM. NO ELECTRONIC PLATFORM."
"CCEX","CCEX","OPRT","CASPY COMMODITY EXCHANGE","","","NSPD","","KZ","ASTANA","WWW.COMEX.KZ","ACTIVE","20190225","20190225","","",""
"ZBUL","XBUL","SGMT","BULGARIAN STOCK EXCHANGE - MAIN MARKET","BULGARIAN STOCK EXCHANGE","747800W0XA9OV4MSRW74","RMKT",,"BG","SOFIA","WWW.BSE-SOFIA.BG","ACTIVE","20190225","20230828","20230828","","BULGARIAN STOCK EXCHANGE MAIN MARKET."
"IMSB","ICPM","SGMT","TP ICAP UK MTF - CORPORATE BONDS AND SECURITIES DEBT","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR CORPORATE BONDS AND SECURITISED DEBT."
"AQEU","AQEU","OPRT","AQUIS EXCHANGE EUROPE","","213800IXJSF5E1SIW150","NSPD","","FR","PARIS","WWW.AQUIS.EU","ACTIVE","20180924","20190225","","",""
"AQEA","AQEU","SGMT","AQUIS EXCHANGE EUROPE AUCTION ON DEMAND (AOD)","","213800IXJSF5E1SIW150","NSPD","","FR","PARIS","WWW.AQUIS.EU","ACTIVE","20180924","20190225","","",""
"AQXA","AQXE","SGMT","AQUIS EXCHANGE PLC AUCTION ON DEMAND (AOD)","AQUIS EXCHANGE PLC","213800IXJSF5E1SIW150","MLTF","","GB","LONDON","WWW.AQUIS.EU","ACTIVE","20180326","20230123","20230123","",""
"AQXE","AQXE","OPRT","AQUIS EXCHANGE PLC","AQUIS EXCHANGE PLC","213800IXJSF5E1SIW150","MLTF","AQX","GB","LONDON","WWW.AQUIS.EU","ACTIVE","20130722","20230123","20230123","","PAN-EUROPEAN EQUITIES TRADING EXCHANGE (MTF)."
"BKDM","BKDM","OPRT","BNY MELLON MARKETS EUROPE LIMITED","","213800BCFW6KUDEH8W19","NSPD","BNYMEL","IE","DUBLIN","WWW.BNYMELLON.COM","ACTIVE","20190225","20190225","","","REGISTERED ELECTRONIC MARKET FOR REPO."
"BNLD","BNLD","OPRT","BANCA NAZIONALE DEL LAVORO SPA","","UI802FYJ52XDB7N4KN18","SINT","","IT","ROME","WWW.BNL.IT","ACTIVE","20190225","20190225","","","SYSTEMATIC INTERNALISER."
"CAVD","CAVD","OPRT","CAVENDISH MARKETS B.V.","","724500F90910RKNAJA14","NSPD","","NL","AMSTERDAM","WWW.CAVENDISHMARKETS.COM","ACTIVE","20190225","20190225","","",""
"GIPB","GIPB","OPRT","GOLDMAN SACHS INTERNATIONAL PARIS BRANCH","","W22LROWP2IHZNBB6K528","NSPD","","FR","PARIS","WWW.GOLDMANSACHS.COM","ACTIVE","20190225","20190225","","",""
"GSPX","GIPB","SGMT","GOLDMAN SACHS INTERNATIONAL PARIS BRANCH - SYSTEMATIC INTERNALISER","","W22LROWP2IHZNBB6K528","SINT","","FR","PARIS","WWW.GOLDMANSACHS.COM","ACTIVE","20190225","20190225","","","SYSTEMATIC INTERNALISER."
"ICPM","ICPM","OPRT","TP ICAP UK MTF","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20070625","20231023","20231023","","MULTILATERAL TRADING FACILITY."
"IMGI","ICPM","SGMT","TP ICAP UK MTF - GILTS","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR GILTS."
"IMRD","ICPM","SGMT","TP ICAP UK MTF - INTEREST RATE DERIVATIVES","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR INTEREST RATE DERIVATIVES."
"IMET","ICPM","SGMT","TP ICAP UK MTF - EXCHANGE TRADED PRODUCTS","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR EXCHANGE-TRADED FUNDS."
"IMGB","ICPM","SGMT","TP ICAP UK MTF - GOVERNMENT BONDS EXCLUDING GILTS","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR GOVERNMENT BONDS EXCLUDING GILTS."
"IMMM","ICPM","SGMT","TP ICAP UK MTF - MONEY MARKET INSTRUMENTS","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR MONEY MARKET INSTRUMENTS."
"IMFD","ICPM","SGMT","TP ICAP UK MTF - FX DERIVATIVES","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR FX DERIVATIVES."
"IMCE","ICPM","SGMT","TP ICAP UK MTF - CASH EQUITY","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR CASH EQUITY."
"IMED","ICPM","SGMT","TP ICAP UK MTF - EQUITY DERIVATIVES","TP ICAP MTF LTD","21380063ZX54EUEMBR73","MLTF",,"GB","LONDON","HTTPS://TPICAP.COM/TPICAP/REGULATORY-HUB/TP-ICAP-UK-MTF","ACTIVE","20171023","20231023","20231023","","MULTILATERAL TRADING FACILITY FOR EQUITY DERIVATIVES."
"JLEU","JLEU","OPRT","JUMP LIQUIDITY EU EQUITY PLATFORM","JUMP TRADING EUROPE B.V.","549300HFXRW8BZRK3J17","SINT","","NL","AMSTERDAM","WWW.JUMPLIQUIDITY.COM","ACTIVE","20190225","20220627","20220627","","SYSTEMATIC INTERNALISER FOR EU EQUITIES OPERATED BY JUMP TRADING EUROPE B.V."
"SMFF","SMFF","OPRT","SMBC BANK EU AG","","9676007O0UF5YB3QPR03","SINT","","DE","FRANKFURT","WWW.SMBCGROUP.COM/EMEA/","ACTIVE","20190225","20190225","","","SYSTEMATIC INTERNALISER."
"SPTR","SPTR","OPRT","SPAREBANK 1 SMN","","7V6Z97IO7R1SEAO84Q32","SINT","","NO","TRONDHEIM","WWW.SMN.NO","ACTIVE","20190225","20190225","","","SYSTEMATIC INTERNALISER."
"ELXE","ELXE","OPRT","ELIXIUM S.A.","","549300ET447NVRL3KE13","MLTF","","FR","PARIS","WWW.ELIXIUM.COM","ACTIVE","20190225","20190225","","","PLATFORM FOR SECURITIES FINANCING TRANSACTIONS."
"SCAG","SCAG","OPRT","STANDARD CHARTERED BANK AG","","549300WDT1HWUMTUW770","SINT","","DE","FRANKFURT","WWW.SC.COM/DE","ACTIVE","20190225","20190225","","","SYSTEMATIC INTERNALISER."
"SGAS","SGAS","OPRT","SG AMERICAS SECURITIES, LLC","","549300F35UE0BOM1WJ55","NSPD","SGAS","US","NEW YORK","WWW.SGCIB.COM","ACTIVE","20190225","20190225","","","US BROKER DEALER."
"SMFE","SMFE","OPRT","SMALL EXCHANGE, INC - DESIGNATED CONTRACT MARKET","","549300PHNISXLW3TXM87","NSPD","","US","CHICAGO","WWW.THESMALLEXCHANGE.COM","ACTIVE","20190225","20190225","","","DESIGNATED CONTRACT MARKET."
"TRXE","TRXE","OPRT","TRAD-X EUROPE","","969500V058ZSY03FNX80","NSPD","","FR","PARIS","WWW.TRAD-X.COM","ACTIVE","20190225","20190225","","","TRADITION'S HYBRID TRADING PLATFORM FOR OTC DERIVATIVES AND OTHER FINANCIAL INSTRUMENTS."
"JBUL","XBUL","SGMT","BULGARIAN STOCK EXCHANGE - INTERNATIONAL MTF","BULGARIAN STOCK EXCHANGE","747800W0XA9OV4MSRW74","MLTF","BSE-MTF","BG","SOFIA","WWW.BSE-SOFIA.BG","ACTIVE","20190225","20230828","20230828","","INTERNATIONAL INSTRUMENTS OF MULTILATERAL TRADING FACILITY, ORGANIZED BY BULGARIAN STOCK EXCHANGE."
"MHBE","MHBE","OPRT","MIZUHO BANK EUROPE N.V.","","724500ZSA7ZOZHUXBS53","SINT","","NL","AMSTERDAM","WWW.MIZUHO-EMEA.COM","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER IN FX DERIVATIVES."
"CSGI","CSGI","OPRT","CITADEL SECURITIES FI - EUROPE","","549300J11TNGTWCC3R56","SINT","","IE","DUBLIN","WWW.CITADELSECURITIES.COM","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
"EUCC","EUCC","OPRT","CITADEL CONNECT EUROPE - EU","","549300J11TNGTWCC3R56","SINT","","IE","DUBLIN","WWW.CITADELSECURITIES.COM","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
"BLEQ","BLBB","SGMT","BAYERNLB - EQUITIES MARKET","","VDYMYTQGZZ6DU0912C88","NSPD","","DE","MUNICH","WWW.BAYERNLB.DE","ACTIVE","20190128","20190128","","",""
"BREA","BREA","OPRT","BANCA REALE","","815600D852A98169B612","SINT","","IT","TORINO","WWW.BANCAREALE.IT","ACTIVE","20181022","20190128","","","SYSTEMATIC INTERNALISER."
"MCAD","MTSO","SGMT","MTS CASH DOMESTIC - MTF","MTS S.P.A.","213800ZMKPUV1VKLCT69","MLTF",,"IT","ROME","WWW.MTSMARKETS.COM","ACTIVE","20190128","20230424","20230424","","MULTILATERAL TRADING FACILITY."
"EBMX","MTSO","SGMT","EBM - MTF","MTS S.P.A.","213800ZMKPUV1VKLCT69","MLTF",,"IT","ROME","WWW.MTSMARKETS.COM","ACTIVE","20190128","20230424","20230424","","MULTILATERAL TRADING FACILITY."
"ENXB","XBRU","SGMT","EURONEXT - EASY NEXT","","5493007YLUF2KAS0TM17","MLTF","","BE","BRUSSELS","WWW.EURONEXT.COM","EXPIRED","20080623","20190128","","20190128","MULTILATERAL TRADING FACILITY FOR WARRANTS AND CERTIFICATES"
"XMSM","XDUB","SGMT","EURONEXT DUBLIN",,"635400DZBUIMTBCXGA12","RMKT",,"IE","DUBLIN","WWW.ISE.IE","ACTIVE","20130128","20190128","","",
"XESM","XDUB","SGMT","EURONEXT GROWTH DUBLIN",,,"NSPD",,"IE","DUBLIN","WWW.ISE.IE","ACTIVE","20130128","20190128","","",
"UKGD","XMTS","SGMT","MTS UK",,,"NSPD",,"GB","LONDON",,"ACTIVE","20110725","20190128","","","THE MTS UK GOVERNMENT BOND MARKET OPERATES AS AN MTF AND WILL BE OPEN EXCLUSIVELY TO THE COMMUNITY OF GEMMS."
"XTXE","XTXE","OPRT","XTX MARKETS SAS","XTX MARKETS SAS","213800J256ZBGMGZLV44","SINT",,"FR","PARIS","WWW.XTXMARKETS.COM","ACTIVE","20190128","20230828","20230828","","EQUITY, FX, FIXED INCOME AND COMMODITY PRODUCTS."
"BLUE","BLUE","OPRT","PRO SECURITIES ATS","","","ATSS","PROS","US","NEW YORK","","ACTIVE","20190128","20190128","","","ALTERNATIVE TRADING SYSTEM."
"BTAM","BTAM","OPRT","CME AMSTERDAM B.V.","","2138004TYNQCB7MLTG76","RMKT","","NL","AMSTERDAM","WWW.NEX.COM","ACTIVE","20181022","20190128","","","REGULATED MARKET."
"CABV","CABV","OPRT","CME AMSTERDAM B.V. - APA","","2138004TYNQCB7MLTG76","APPA","","NL","AMSTERDAM","WWW.NEX.COM","ACTIVE","20190128","20190128","","","APPROVED PUBLICATION ARRANGEMENT."
"RFBK","RFBK","OPRT","RAIFFEISENBANK, AS.","","31570010000000004460","SINT","RBCZ","CZ","PRAGUE","WWW.RB.CZ","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
"TOWR","TOWR","OPRT","TOWER RESEARCH CAPITAL EUROPE","","2138008UL4MT8SNYKX10","SINT","","NL","AMSTERDAM","WWW.TOWER-RESEARCH.COM","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
"GBUL","XBUL","SGMT","BULGARIAN STOCK EXCHANGE - SME GROWTH MARKET BEAM","BULGARIAN STOCK EXCHANGE","747800W0XA9OV4MSRW74","NSPD","BEAM","BG","SOFIA","WWW.BSE-SOFIA.BG","ACTIVE","20190128","20230828","20230828","","BULGARIAN STOCK EXCHANGE SME GROWTH MARKET."
"BPAS","BPAS","OPRT","BANCA PASSADORE","","815600EB9E6DCD050385","SINT","","IT","GENOVA","WWW.BANCAPASSADORE.IT","EXPIRED","20180924","20190128","","20190128","SYSTEMATIC INTERNALISER."
"FLWX","FLWX","OPRT","FLOW TRADERS","FLOW TRADERS B.V.","549300CLJI9XDH12XV51","NSPD","","NL","AMSTERDAM","WWW.FLOWTRADERS.COM","ACTIVE","20190128","20190128","","","RESERVED FOR FUTURE USE."
"TNLL","XLDN","SGMT","EURONEXT - TRADING FACILITY LONDON","","21380037K2DZ19T57655","MLTF","","GB","LONDON","WWW.EURONEXT.COM","EXPIRED","20190128","20190128","20211025","20211025","MULTILATERAL  TRADING FACILITY (MTF)."
"BLUX","BLUX","OPRT","BANQUE DE LUXEMBOURG","","PSZXLEV07O5MHRRFCW56","SINT","","LU","LUXEMBOURG","WWW.BANQUEDELUXEMBOURG.COM","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
"DBLX","DBLX","OPRT","DEUTSCHE BANK LUXEMBOURG S.A.","","529900FIAMEJDQ8C9097","NSPD","","LU","LUXEMBOURG","WWW.DB.COM/LUXEMBOURG","ACTIVE","20190128","20190128","","",""
"DHLX","DHLX","OPRT","DEUTSCHE HOLDINGS (LUXEMBOURG) S.A R.L.","","529900G4O4VLOG0B5168","NSPD","","LU","LUXEMBOURG","WWW.DB.COM","ACTIVE","20190128","20190128","","",""
"KHHU","KHHU","OPRT","K AND H BANK ZRT","","KFUXYFTU2LHQFQZDQG45","SINT","","HU","BUDAPEST","WWW.KH.HU","ACTIVE","20190128","20190128","","","SYSTEMATIC INTERNALISER."
